,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage,Width,Height,Initial_bravery,Battery_size
0,400,0.16666666666666666,2,circle,True,0,2486.832917705736,0.0906958561376075,2558,0.1730223880597015,80,80,10,75
1,400,0.16666666666666666,2,circle,False,1,2494.72319201995,0.10956848030018762,2665,0.18574626865671642,80,80,10,75
2,400,0.16666666666666666,2,circle,True,0,2490.0149625935164,0.10217308425467023,2623,0.1977611940298507,80,80,10,75
3,400,0.16666666666666666,2,circle,False,1,2490.8254364089776,0.11576626240352811,2721,0.19488805970149253,80,80,10,75
