,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage,Width,Height,Initial_bravery,Battery_size
0,100,0.1,1,LHS,True,0,2134.4455445544554,0.5114573785517873,1091,0.28600000000000003,80,80,10,75
1,100,0.1,1,LHS,False,1,2062.3267326732675,0.5244140625,1024,0.27999999999999997,80,80,10,75
2,100,0.1,1,circle,True,2,2415.6039603960394,0.3652173913043478,920,0.37204545454545457,80,80,10,75
3,100,0.1,1,circle,False,3,2298.871287128713,0.30115830115830117,777,0.3684090909090909,80,80,10,75
4,100,0.1,2,LHS,True,4,2311.237623762376,0.46078431372549017,1020,0.32575000000000004,80,80,10,75
5,100,0.1,2,LHS,False,5,2239.871287128713,0.514760147601476,1084,0.30450000000000005,80,80,10,75
6,100,0.1,2,circle,True,6,2372.009900990099,0.25443037974683547,790,0.3029545454545455,80,80,10,75
7,100,0.1,2,circle,False,7,2419.4851485148515,0.40450538687561216,1021,0.4029545454545454,80,80,10,75
8,100,0.125,1,LHS,True,8,2185.8118811881186,0.49437052200614123,977,0.2472916666666667,80,80,10,75
9,100,0.125,1,LHS,False,9,2123.5346534653463,0.5289256198347108,1089,0.23854166666666665,80,80,10,75
10,100,0.125,1,circle,True,10,2407.0495049504952,0.27373612823674476,811,0.26826923076923076,80,80,10,75
11,100,0.125,1,circle,False,11,2413.6138613861385,0.22809278350515463,776,0.2128846153846154,80,80,10,75
12,100,0.125,2,LHS,True,12,2378.4653465346537,0.5249406175771971,1263,0.24916666666666665,80,80,10,75
13,100,0.125,2,LHS,False,13,2335.80198019802,0.37852494577006507,922,0.27645833333333336,80,80,10,75
14,100,0.125,2,circle,True,14,2395.7128712871286,0.18518518518518517,756,0.2621153846153846,80,80,10,75
15,100,0.125,2,circle,False,15,2465.366336633663,0.20689655172413793,725,0.24192307692307696,80,80,10,75
16,100,0.16666666666666666,1,LHS,True,16,2367.2178217821784,0.35412026726057905,898,0.19765625,80,80,10,75
17,100,0.16666666666666666,1,LHS,False,17,2397.29702970297,0.2455470737913486,786,0.22875,80,80,10,75
18,100,0.16666666666666666,1,circle,True,18,2406.960396039604,0.08966565349544073,658,0.20102941176470587,80,80,10,75
19,100,0.16666666666666666,1,circle,False,19,2452.3168316831684,0.15803814713896458,734,0.2288235294117647,80,80,10,75
20,100,0.16666666666666666,2,LHS,True,20,2413.079207920792,0.27672209026128264,842,0.18843749999999998,80,80,10,75
21,100,0.16666666666666666,2,LHS,False,21,2340.5841584158416,0.2621082621082621,702,0.17671875,80,80,10,75
22,100,0.16666666666666666,2,circle,True,22,2477.138613861386,0.1375886524822695,705,0.17661764705882352,80,80,10,75
23,100,0.16666666666666666,2,circle,False,23,2449.910891089109,0.2032301480484522,743,0.23294117647058826,80,80,10,75
24,100,0.25,1,LHS,True,24,2450.069306930693,0.13598901098901098,728,0.1503,80,80,10,75
25,100,0.25,1,LHS,False,25,2485.90099009901,0.2540880503144654,795,0.1346,80,80,10,75
26,100,0.25,1,circle,True,26,2465.069306930693,0.04669887278582931,621,0.10471153846153847,80,80,10,75
27,100,0.25,1,circle,False,27,2445.039603960396,0.07727975270479134,647,0.12384615384615384,80,80,10,75
28,100,0.25,2,LHS,True,28,2479.366336633663,0.12112676056338029,710,0.10799999999999998,80,80,10,75
29,100,0.25,2,LHS,False,29,2484.2475247524753,0.18538565629228687,739,0.12299999999999998,80,80,10,75
30,100,0.25,2,circle,True,30,2489.207920792079,0.10895522388059702,670,0.12461538461538463,80,80,10,75
31,100,0.25,2,circle,False,31,2456.09900990099,0.1277533039647577,681,0.13403846153846155,80,80,10,75
32,250,0.1,1,LHS,True,32,2447.9482071713146,0.4989399293286219,2830,0.3211,80,80,10,75
33,250,0.1,1,LHS,False,33,2409.760956175299,0.5093880389429764,2876,0.2964,80,80,10,75
34,250,0.1,1,circle,True,34,2464.370517928287,0.28507239141288065,2003,0.31644230769230763,80,80,10,75
35,250,0.1,1,circle,False,35,2483.2828685258964,0.27364185110663986,1988,0.3008653846153846,80,80,10,75
36,250,0.1,2,LHS,True,36,2432.7529880478087,0.5198156682027649,3255,0.3533,80,80,10,75
37,250,0.1,2,LHS,False,37,2457.605577689243,0.4593859308200544,2573,0.26180000000000003,80,80,10,75
38,250,0.1,2,circle,True,38,2475.2868525896415,0.3076203833567087,2139,0.3275,80,80,10,75
39,250,0.1,2,circle,False,39,2494.733067729084,0.2709125475285171,2104,0.28855769230769235,80,80,10,75
40,250,0.125,1,LHS,True,40,2475.97609561753,0.33094897472579876,2097,0.21806451612903224,80,80,10,75
41,250,0.125,1,LHS,False,41,2464.2908366533866,0.33289873967840067,2301,0.27524193548387094,80,80,10,75
42,250,0.125,1,circle,True,42,2480.565737051793,0.1948917268184342,1801,0.24265625,80,80,10,75
43,250,0.125,1,circle,False,43,2494.131474103586,0.17660420215786485,1761,0.25601562499999997,80,80,10,75
44,250,0.125,2,LHS,True,44,2450.175298804781,0.43965851765618935,2577,0.23701612903225805,80,80,10,75
45,250,0.125,2,LHS,False,45,2495.430278884462,0.3988486842105263,2432,0.23733870967741932,80,80,10,75
46,250,0.125,2,circle,True,46,2451.1832669322707,0.16956018518518517,1728,0.2515625,80,80,10,75
47,250,0.125,2,circle,False,47,2487.358565737052,0.19185059422750425,1767,0.257265625,80,80,10,75
48,250,0.16666666666666666,1,LHS,True,48,2488.625498007968,0.23117709437963946,1886,0.17274390243902438,80,80,10,75
49,250,0.16666666666666666,1,LHS,False,49,2477.266932270916,0.26559251559251557,1924,0.17396341463414636,80,80,10,75
50,250,0.16666666666666666,1,circle,True,50,2492.199203187251,0.10653753026634383,1652,0.20851190476190476,80,80,10,75
51,250,0.16666666666666666,1,circle,False,51,2491.8486055776893,0.12454434993924667,1646,0.17535714285714285,80,80,10,75
52,250,0.16666666666666666,2,LHS,True,52,2484.374501992032,0.23198773633111905,1957,0.19335365853658537,80,80,10,75
53,250,0.16666666666666666,2,LHS,False,53,2489.641434262948,0.2077991452991453,1872,0.19926829268292684,80,80,10,75
54,250,0.16666666666666666,2,circle,True,54,2496.131474103586,0.11860174781523096,1602,0.1749404761904762,80,80,10,75
55,250,0.16666666666666666,2,circle,False,55,2479.1474103585656,0.11274509803921569,1632,0.18071428571428572,80,80,10,75
56,250,0.25,1,LHS,True,56,2492.9482071713146,0.17690288713910762,1905,0.14173387096774193,80,80,10,75
57,250,0.25,1,LHS,False,57,2486.362549800797,0.09276437847866419,1617,0.13225806451612904,80,80,10,75
58,250,0.25,1,circle,True,58,2485.6972111553787,0.07673568818514007,1642,0.1194047619047619,80,80,10,75
59,250,0.25,1,circle,False,59,2481.191235059761,0.07876049063912201,1549,0.11873015873015873,80,80,10,75
