,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage
0,0.16666666666666666,LHS,2,250,False,0,2496.0836653386455,0.19230769230769232,1768,0.18920731707317073
1,0.16666666666666666,circle,2,250,False,1,2491.5816733067727,0.11757789535567313,1701,0.1976785714285714
2,0.16666666666666666,LHS,2,250,False,0,2491.179282868526,0.21502449646162222,1837,0.18451219512195122
3,0.16666666666666666,circle,2,250,False,1,2494.8525896414344,0.1386986301369863,1752,0.18571428571428572
4,0.16666666666666666,LHS,2,250,False,0,2494.462151394422,0.2835676199709161,2063,0.21048780487804875
5,0.16666666666666666,circle,2,250,False,1,2484.8804780876494,0.10195360195360195,1638,0.20035714285714287
6,0.16666666666666666,LHS,2,250,False,0,2492.2988047808767,0.22822665267576075,1906,0.19304878048780486
7,0.16666666666666666,circle,2,250,False,1,2486.9123505976095,0.1034688995215311,1672,0.16821428571428573
8,0.16666666666666666,LHS,2,250,False,0,2483.390438247012,0.2873392680514342,2022,0.1950609756097561
9,0.16666666666666666,circle,2,250,False,1,2497.4780876494024,0.13157894736842105,1710,0.19535714285714287
10,0.16666666666666666,LHS,2,250,False,0,2472.0916334661356,0.21717171717171718,1782,0.18597560975609756
11,0.16666666666666666,circle,2,250,False,1,2490.027888446215,0.13122437024018746,1707,0.1838095238095238
12,0.16666666666666666,LHS,2,250,False,0,2482.565737051793,0.29516288252714706,2026,0.18115853658536585
13,0.16666666666666666,circle,2,250,False,1,2488.4143426294822,0.13201911589008364,1674,0.18386904761904763
14,0.16666666666666666,LHS,2,250,False,0,2494.4422310756972,0.2563971340839304,1954,0.175609756097561
15,0.16666666666666666,circle,2,250,False,1,2488.7091633466134,0.12793427230046947,1704,0.1644642857142857
16,0.16666666666666666,LHS,2,250,False,0,2484.1553784860557,0.26538849646821394,1982,0.19908536585365857
17,0.16666666666666666,circle,2,250,False,1,2460.438247011952,0.08750792644261256,1577,0.20321428571428568
18,0.16666666666666666,LHS,2,250,False,0,2490.187250996016,0.28661188980183666,2069,0.18036585365853658
19,0.16666666666666666,circle,2,250,False,1,2483.366533864542,0.13438967136150234,1704,0.21208333333333335
20,0.16666666666666666,LHS,2,250,False,0,2486.5856573705178,0.20331728196896737,1869,0.1645121951219512
21,0.16666666666666666,circle,2,250,False,1,2490.8804780876494,0.12868310282621767,1663,0.16797619047619045
22,0.16666666666666666,LHS,2,250,False,0,2478.195219123506,0.2488479262672811,1953,0.1901219512195122
