,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage
0,False,175,2,0.16666666666666666,LHS,0,2475.596590909091,0.21996996996996998,1332,0.19577586206896552
1,False,175,2,0.16666666666666666,circle,1,2475.369318181818,0.165,1200,0.18433333333333338
2,False,325,2,0.16666666666666666,LHS,2,2483.088957055215,0.22563025210084034,2380,0.17828703703703705
3,False,325,2,0.16666666666666666,circle,3,2483.9969325153374,0.11090909090909092,2200,0.17781818181818182
4,False,175,2,0.16666666666666666,LHS,0,2481.784090909091,0.21161191749427044,1309,0.1763793103448276
5,False,175,2,0.16666666666666666,circle,1,2491.494318181818,0.1406628940986257,1237,0.18541666666666667
6,False,325,2,0.16666666666666666,LHS,2,2498.588957055215,0.24049619847939174,2499,0.1714351851851852
7,False,325,2,0.16666666666666666,circle,3,2476.527607361963,0.14747382794720074,2197,0.19509090909090906
8,False,175,2,0.16666666666666666,LHS,0,2494.8011363636365,0.23158694001518604,1317,0.18879310344827588
9,False,175,2,0.16666666666666666,circle,1,2489.346590909091,0.13013698630136986,1168,0.17716666666666667
10,False,325,2,0.16666666666666666,LHS,2,2497.1196319018404,0.2821991541714725,2601,0.17472222222222217
11,False,325,2,0.16666666666666666,circle,3,2482.8312883435583,0.09707385044124478,2153,0.1822272727272727
12,False,175,2,0.16666666666666666,LHS,0,2488.5738636363635,0.24891146589259797,1378,0.16525862068965516
13,False,175,2,0.16666666666666666,circle,1,2490.596590909091,0.13613861386138615,1212,0.1999166666666667
14,False,325,2,0.16666666666666666,LHS,2,2492.825153374233,0.17970765262252794,2326,0.1712037037037037
15,False,325,2,0.16666666666666666,circle,3,2496.711656441718,0.12607320379575238,2213,0.17818181818181814
16,False,175,2,0.16666666666666666,LHS,0,2495.0,0.22501850481125094,1351,0.20241379310344826
17,False,175,2,0.16666666666666666,circle,1,2494.721590909091,0.10645431684828165,1193,0.19049999999999995
18,False,325,2,0.16666666666666666,LHS,2,2473.211656441718,0.2269010629599346,2446,0.17398148148148151
19,False,325,2,0.16666666666666666,circle,3,2488.711656441718,0.11554720526068576,2129,0.17813636363636365
20,False,175,2,0.16666666666666666,LHS,0,2484.1988636363635,0.322237017310253,1502,0.19137931034482758
21,False,175,2,0.16666666666666666,circle,1,2485.4488636363635,0.11716842961757526,1229,0.22725000000000006
22,False,325,2,0.16666666666666666,LHS,2,2487.4509202453987,0.2629293328069483,2533,0.18439814814814814
23,False,325,2,0.16666666666666666,circle,3,2498.2852760736196,0.12109025915996426,2238,0.18972727272727272
24,False,175,2,0.16666666666666666,LHS,0,2475.0738636363635,0.3700787401574803,1651,0.22258620689655173
25,False,175,2,0.16666666666666666,circle,1,2495.8522727272725,0.16282894736842105,1216,0.18475
26,False,325,2,0.16666666666666666,LHS,2,2491.754601226994,0.24077112387202626,2438,0.17694444444444443
27,False,325,2,0.16666666666666666,circle,3,2487.5398773006136,0.10949248120300752,2128,0.18763636363636363
28,False,175,2,0.16666666666666666,LHS,0,2485.2045454545455,0.21335379892555642,1303,0.17086206896551726
29,False,175,2,0.16666666666666666,circle,1,2499.994318181818,0.07936507936507936,1134,0.17941666666666664
30,False,325,2,0.16666666666666666,LHS,2,2485.39263803681,0.2206435436690347,2393,0.18162037037037035
31,False,325,2,0.16666666666666666,circle,3,2491.579754601227,0.08786017949929145,2117,0.21518181818181822
32,False,175,2,0.16666666666666666,LHS,0,2465.0113636363635,0.25357142857142856,1400,0.19655172413793104
33,False,175,2,0.16666666666666666,circle,1,2489.4261363636365,0.1593724194880264,1211,0.1728333333333333
34,False,325,2,0.16666666666666666,LHS,2,2495.9171779141107,0.2014449638759031,2353,0.17356481481481487
35,False,325,2,0.16666666666666666,circle,3,2485.9018404907974,0.10383309073265405,2061,0.19745454545454544
36,False,175,2,0.16666666666666666,LHS,0,2460.590909090909,0.24668630338733433,1358,0.19120689655172413
37,False,175,2,0.16666666666666666,circle,1,2495.625,0.15408560311284047,1285,0.17291666666666666
38,False,325,2,0.16666666666666666,LHS,2,2496.7085889570553,0.22176591375770022,2435,0.17523148148148146
39,False,325,2,0.16666666666666666,circle,3,2491.776073619632,0.1271447426308843,2273,0.20713636363636362
40,False,175,2,0.16666666666666666,LHS,0,2492.159090909091,0.25220588235294117,1360,0.16698275862068968
41,False,175,2,0.16666666666666666,circle,1,2475.2386363636365,0.0910609857978279,1197,0.16933333333333334
42,False,325,2,0.16666666666666666,LHS,2,2491.1319018404906,0.24322169059011164,2508,0.1819444444444444
43,False,325,2,0.16666666666666666,circle,3,2487.8098159509204,0.1476147614761476,2222,0.16890909090909093
44,False,175,2,0.16666666666666666,LHS,0,2482.8579545454545,0.38035714285714284,1680,0.19448275862068964
45,False,175,2,0.16666666666666666,circle,1,2473.096590909091,0.12853470437017994,1167,0.17566666666666667
46,False,325,2,0.16666666666666666,LHS,2,2479.4263803680983,0.21132075471698114,2385,0.18962962962962962
47,False,325,2,0.16666666666666666,circle,3,2471.6717791411043,0.11013011152416356,2152,0.1858636363636364
48,False,175,2,0.16666666666666666,LHS,0,2487.806818181818,0.2919212491513917,1473,0.1685344827586207
49,False,175,2,0.16666666666666666,circle,1,2485.778409090909,0.14937759336099585,1205,0.18791666666666668
50,False,325,2,0.16666666666666666,LHS,2,2485.29754601227,0.22725497852401405,2561,0.19828703703703707
51,False,325,2,0.16666666666666666,circle,3,2491.564417177914,0.10037878787878787,2112,0.17618181818181822
52,False,175,2,0.16666666666666666,LHS,0,2478.0397727272725,0.21296978629329402,1357,0.1737931034482759
53,False,175,2,0.16666666666666666,circle,1,2495.3636363636365,0.13636363636363635,1210,0.1829166666666667
54,False,325,2,0.16666666666666666,LHS,2,2494.693251533742,0.2149648615130219,2419,0.16629629629629628
55,False,325,2,0.16666666666666666,circle,3,2483.7361963190183,0.08414396887159534,2056,0.17968181818181822
56,False,175,2,0.16666666666666666,LHS,0,2451.0625,0.3333333333333333,1545,0.1561206896551724
57,False,175,2,0.16666666666666666,circle,1,2492.653409090909,0.12391681109185441,1154,0.18016666666666672
58,False,325,2,0.16666666666666666,LHS,2,2490.006134969325,0.2539235412474849,2485,0.18541666666666667
59,False,325,2,0.16666666666666666,circle,3,2488.493865030675,0.12552301255230125,2151,0.19618181818181818
60,False,175,2,0.16666666666666666,LHS,0,2482.0454545454545,0.24442793462109955,1346,0.20025862068965516
61,False,175,2,0.16666666666666666,circle,1,2490.596590909091,0.11024305555555555,1152,0.17291666666666672
62,False,325,2,0.16666666666666666,LHS,2,2489.530674846626,0.21476793248945147,2370,0.17949074074074076
63,False,325,2,0.16666666666666666,circle,3,2499.9969325153374,0.111977971546581,2179,0.1875909090909091
64,False,175,2,0.16666666666666666,LHS,0,2484.1420454545455,0.2305319969159599,1297,0.18060344827586206
65,False,175,2,0.16666666666666666,circle,1,2491.346590909091,0.14214876033057852,1210,0.1650833333333334
66,False,325,2,0.16666666666666666,LHS,2,2480.0920245398775,0.22534081796311148,2494,0.19416666666666668
67,False,325,2,0.16666666666666666,circle,3,2483.693251533742,0.1063046479521399,2173,0.17763636363636365
68,False,175,2,0.16666666666666666,LHS,0,2457.5625,0.2791193181818182,1408,0.18698275862068964
69,False,175,2,0.16666666666666666,circle,1,2498.1363636363635,0.12302284710017575,1138,0.16391666666666668
70,False,325,2,0.16666666666666666,LHS,2,2498.6717791411043,0.2674642994982632,2591,0.18203703703703702
71,False,325,2,0.16666666666666666,circle,3,2494.319018404908,0.13967517401392113,2155,0.17236363636363636
72,False,175,2,0.16666666666666666,LHS,0,2488.409090909091,0.2687801516195727,1451,0.21870689655172412
73,False,175,2,0.16666666666666666,circle,1,2487.903409090909,0.16331456154465004,1243,0.20041666666666666
74,False,325,2,0.16666666666666666,LHS,2,2488.972392638037,0.23089430894308943,2460,0.20194444444444445
75,False,325,2,0.16666666666666666,circle,3,2492.383435582822,0.12773892773892773,2145,0.17086363636363636
76,False,175,2,0.16666666666666666,LHS,0,2472.2329545454545,0.2831615120274914,1455,0.19086206896551725
77,False,175,2,0.16666666666666666,circle,1,2495.0227272727275,0.16930022573363432,1329,0.1920833333333333
78,False,325,2,0.16666666666666666,LHS,2,2486.9018404907974,0.269688820591625,2603,0.17226851851851852
79,False,325,2,0.16666666666666666,circle,3,2497.447852760736,0.14986967854039965,2302,0.19468181818181818
