,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage,Width,Height,Initial_bravery,Battery_size
0,250,0.16666666666666666,2,LHS,False,0,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
1,250,0.16666666666666666,2,LHS,False,1,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
2,250,0.16666666666666666,2,LHS,False,2,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
3,250,0.16666666666666666,2,LHS,False,3,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
4,250,0.16666666666666666,2,LHS,False,4,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
5,250,0.16666666666666666,2,LHS,False,5,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
6,250,0.16666666666666666,2,LHS,False,6,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
7,250,0.16666666666666666,2,LHS,False,7,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
8,250,0.16666666666666666,2,LHS,False,8,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
9,250,0.16666666666666666,2,LHS,False,9,2475.8725099601593,0.16772334293948127,1735,0.18390243902439024,80,80,10,75
10,250,0.16666666666666666,2,circle,False,10,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
11,250,0.16666666666666666,2,circle,False,11,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
12,250,0.16666666666666666,2,circle,False,12,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
13,250,0.16666666666666666,2,circle,False,13,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
14,250,0.16666666666666666,2,circle,False,14,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
15,250,0.16666666666666666,2,circle,False,15,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
16,250,0.16666666666666666,2,circle,False,16,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
17,250,0.16666666666666666,2,circle,False,17,2495.067729083665,0.1518987341772152,1738,0.17095238095238094,80,80,10,75
