,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage,Width,Height,Initial_bravery,Battery_size
0,250,0.16666666666666666,2,circle,False,0,2480.0159362549803,0.12007277137659188,1649,0.1674404761904762,80,80,10,75
1,250,0.16666666666666666,2,LHS,False,1,2486.7808764940237,0.219756999471738,1893,0.18048780487804877,80,80,10,75
2,250,0.16666666666666666,2,circle,False,0,2491.832669322709,0.10421836228287841,1612,0.18619047619047618,80,80,10,75
3,250,0.16666666666666666,2,LHS,False,1,2494.800796812749,0.27309236947791166,1992,0.18298780487804878,80,80,10,75
4,250,0.16666666666666666,2,circle,False,0,2483.9561752988047,0.1059190031152648,1605,0.17779761904761907,80,80,10,75
5,250,0.16666666666666666,2,LHS,False,1,2490.4183266932273,0.2202477113624125,1857,0.19121951219512198,80,80,10,75
6,250,0.16666666666666666,2,circle,False,0,2498.7091633466134,0.11365003006614552,1663,0.18369047619047618,80,80,10,75
7,250,0.16666666666666666,2,LHS,False,1,2483.5139442231075,0.2217030114226376,1926,0.1924390243902439,80,80,10,75
8,250,0.16666666666666666,2,circle,False,0,2488.812749003984,0.14485165794066318,1719,0.17089285714285715,80,80,10,75
9,250,0.16666666666666666,2,LHS,False,1,2493.8884462151395,0.24900199600798403,2004,0.21103658536585365,80,80,10,75
10,250,0.16666666666666666,2,circle,False,0,2474.1035856573703,0.1497005988023952,1670,0.18,80,80,10,75
11,250,0.16666666666666666,2,LHS,False,1,2483.2151394422312,0.20634920634920634,1827,0.1771341463414634,80,80,10,75
12,250,0.16666666666666666,2,circle,False,0,2495.7211155378486,0.09846153846153846,1625,0.18357142857142858,80,80,10,75
13,250,0.16666666666666666,2,LHS,False,1,2487.0159362549803,0.19500271591526344,1841,0.19298780487804879,80,80,10,75
14,250,0.16666666666666666,2,circle,False,0,2479.760956175299,0.09819763828464885,1609,0.17744047619047618,80,80,10,75
15,250,0.16666666666666666,2,LHS,False,1,2490.8525896414344,0.26125244618395305,2044,0.20591463414634145,80,80,10,75
16,250,0.16666666666666666,2,circle,False,0,2491.868525896414,0.1111111111111111,1629,0.19398809523809527,80,80,10,75
17,250,0.16666666666666666,2,LHS,False,1,2498.625498007968,0.20097772949483977,1841,0.20353658536585367,80,80,10,75
18,250,0.16666666666666666,2,circle,False,0,2495.964143426295,0.11303827751196172,1672,0.18541666666666667,80,80,10,75
19,250,0.16666666666666666,2,LHS,False,1,2470.601593625498,0.22083333333333333,1920,0.1971341463414634,80,80,10,75
20,250,0.16666666666666666,2,circle,False,0,2473.964143426295,0.0861127956337174,1649,0.19041666666666668,80,80,10,75
21,250,0.16666666666666666,2,LHS,False,1,2486.003984063745,0.24484399788471709,1891,0.19658536585365854,80,80,10,75
22,250,0.16666666666666666,2,circle,False,0,2491.4860557768925,0.08259212198221093,1574,0.18904761904761905,80,80,10,75
23,250,0.16666666666666666,2,LHS,False,1,2491.0836653386455,0.24872838250254323,1966,0.18274390243902439,80,80,10,75
24,250,0.16666666666666666,2,circle,False,0,2487.402390438247,0.12528344671201813,1764,0.20172619047619048,80,80,10,75
25,250,0.16666666666666666,2,LHS,False,1,2495.601593625498,0.21986970684039087,1842,0.17969512195121953,80,80,10,75
26,250,0.16666666666666666,2,circle,False,0,2494.5179282868526,0.10934636530238241,1637,0.1638095238095238,80,80,10,75
27,250,0.16666666666666666,2,LHS,False,1,2483.027888446215,0.24205128205128204,1950,0.1851219512195122,80,80,10,75
28,250,0.16666666666666666,2,circle,False,0,2484.5019920318723,0.12706855791962174,1692,0.18029761904761904,80,80,10,75
29,250,0.16666666666666666,2,LHS,False,1,2474.0836653386455,0.23470464135021096,1896,0.1745731707317073,80,80,10,75
30,250,0.16666666666666666,2,circle,False,0,2489.832669322709,0.11815561959654179,1735,0.19928571428571426,80,80,10,75
31,250,0.16666666666666666,2,LHS,False,1,2469.9561752988047,0.23375931842385517,1878,0.1953658536585366,80,80,10,75
32,250,0.16666666666666666,2,circle,False,0,2480.637450199203,0.1702959240647683,1791,0.2044642857142857,80,80,10,75
33,250,0.16666666666666666,2,LHS,False,1,2485.5258964143427,0.24443293630243398,1931,0.1849390243902439,80,80,10,75
34,250,0.16666666666666666,2,circle,False,0,2485.4701195219122,0.1467065868263473,1670,0.20386904761904762,80,80,10,75
35,250,0.16666666666666666,2,LHS,False,1,2480.4980079681277,0.1947756956274844,1761,0.1576219512195122,80,80,10,75
36,250,0.16666666666666666,2,circle,False,0,2498.1274900398407,0.11930455635491606,1668,0.15892857142857142,80,80,10,75
37,250,0.16666666666666666,2,LHS,False,1,2496.4741035856573,0.2012448132780083,1928,0.19908536585365852,80,80,10,75
38,250,0.16666666666666666,2,circle,False,0,2484.6573705179285,0.16391576550939102,1757,0.18803571428571428,80,80,10,75
39,250,0.16666666666666666,2,LHS,False,1,2478.1513944223107,0.23758320532514082,1953,0.18957317073170732,80,80,10,75
40,250,0.16666666666666666,2,circle,False,0,2475.0597609561755,0.10475030450669914,1642,0.2049404761904762,80,80,10,75
41,250,0.16666666666666666,2,LHS,False,1,2482.5816733067727,0.25707196029776674,2015,0.19670731707317077,80,80,10,75
42,250,0.16666666666666666,2,circle,False,0,2493.796812749004,0.0975609756097561,1599,0.17535714285714285,80,80,10,75
43,250,0.16666666666666666,2,LHS,False,1,2490.139442231076,0.32204176334106727,2155,0.20256097560975614,80,80,10,75
44,250,0.16666666666666666,2,circle,False,0,2490.9083665338644,0.10119421747328725,1591,0.18898809523809523,80,80,10,75
45,250,0.16666666666666666,2,LHS,False,1,2485.195219123506,0.2795031055900621,2093,0.18658536585365854,80,80,10,75
46,250,0.16666666666666666,2,circle,False,0,2480.5139442231075,0.17215041128084607,1702,0.19196428571428573,80,80,10,75
47,250,0.16666666666666666,2,LHS,False,1,2486.4780876494024,0.21951219512195122,1886,0.18152439024390246,80,80,10,75
48,250,0.16666666666666666,2,circle,False,0,2494.2191235059763,0.11811505507955937,1634,0.16648809523809524,80,80,10,75
49,250,0.16666666666666666,2,LHS,False,1,2482.6454183266933,0.2277892561983471,1936,0.17621951219512197,80,80,10,75
50,250,0.16666666666666666,2,circle,False,0,2478.868525896414,0.14985074626865671,1675,0.17922619047619048,80,80,10,75
51,250,0.16666666666666666,2,LHS,False,1,2478.9442231075695,0.2140486725663717,1808,0.21951219512195122,80,80,10,75
52,250,0.16666666666666666,2,circle,False,0,2481.7091633466134,0.11179361179361179,1628,0.1974404761904762,80,80,10,75
53,250,0.16666666666666666,2,LHS,False,1,2482.9840637450197,0.1994459833795014,1805,0.19213414634146345,80,80,10,75
54,250,0.16666666666666666,2,circle,False,0,2488.466135458167,0.1267605633802817,1775,0.1700595238095238,80,80,10,75
55,250,0.16666666666666666,2,LHS,False,1,2476.358565737052,0.20477815699658702,1758,0.1693292682926829,80,80,10,75
56,250,0.16666666666666666,2,circle,False,0,2489.9243027888447,0.12916919345057612,1649,0.17023809523809524,80,80,10,75
57,250,0.16666666666666666,2,LHS,False,1,2485.7808764940237,0.22181818181818183,1925,0.19225609756097561,80,80,10,75
58,250,0.16666666666666666,2,circle,False,0,2498.5059760956174,0.09256844850065189,1534,0.17375000000000002,80,80,10,75
59,250,0.16666666666666666,2,LHS,False,1,2490.3266932270917,0.21720195971692977,1837,0.1830487804878049,80,80,10,75
60,250,0.16666666666666666,2,circle,False,0,2495.7171314741036,0.11424984306340238,1593,0.16910714285714284,80,80,10,75
61,250,0.16666666666666666,2,LHS,False,1,2479.533864541833,0.1836283185840708,1808,0.16890243902439023,80,80,10,75
62,250,0.16666666666666666,2,circle,False,0,2492.3266932270917,0.12946690099589925,1707,0.19142857142857142,80,80,10,75
63,250,0.16666666666666666,2,LHS,False,1,2485.93625498008,0.19412724306688417,1839,0.1967682926829268,80,80,10,75
64,250,0.16666666666666666,2,circle,False,0,2488.398406374502,0.10382165605095542,1570,0.18892857142857145,80,80,10,75
65,250,0.16666666666666666,2,LHS,False,1,2490.179282868526,0.1989824759751272,1769,0.17823170731707316,80,80,10,75
66,250,0.16666666666666666,2,circle,False,0,2485.3824701195217,0.1255205234979179,1681,0.17422619047619048,80,80,10,75
67,250,0.16666666666666666,2,LHS,False,1,2480.9163346613545,0.23641160949868073,1895,0.18914634146341466,80,80,10,75
68,250,0.16666666666666666,2,circle,False,0,2488.7211155378486,0.1510204081632653,1715,0.1842857142857143,80,80,10,75
69,250,0.16666666666666666,2,LHS,False,1,2484.661354581673,0.18725324309080654,1773,0.18957317073170735,80,80,10,75
70,250,0.16666666666666666,2,circle,False,0,2491.768924302789,0.09886649874055416,1588,0.17601190476190479,80,80,10,75
71,250,0.16666666666666666,2,LHS,False,1,2485.203187250996,0.22018828451882846,1912,0.1750609756097561,80,80,10,75
72,250,0.16666666666666666,2,circle,False,0,2493.6494023904384,0.18186813186813186,1820,0.21333333333333332,80,80,10,75
73,250,0.16666666666666666,2,LHS,False,1,2473.3545816733067,0.340654415060511,2231,0.2076829268292683,80,80,10,75
74,250,0.16666666666666666,2,circle,False,0,2485.0517928286854,0.11277330264672036,1738,0.1867261904761905,80,80,10,75
75,250,0.16666666666666666,2,LHS,False,1,2487.7011952191233,0.24565102793885082,1897,0.20884146341463414,80,80,10,75
76,250,0.16666666666666666,2,circle,False,0,2483.93625498008,0.16228838295388207,1713,0.19154761904761905,80,80,10,75
77,250,0.16666666666666666,2,LHS,False,1,2465.6972111553787,0.21818181818181817,1925,0.18908536585365854,80,80,10,75
78,250,0.16666666666666666,2,circle,False,0,2489.932270916335,0.10714285714285714,1680,0.2025,80,80,10,75
79,250,0.16666666666666666,2,LHS,False,1,2469.2151394422312,0.24783273839877615,1961,0.20304878048780486,80,80,10,75
80,250,0.16666666666666666,2,circle,False,0,2491.4780876494024,0.10894206549118388,1588,0.19482142857142856,80,80,10,75
81,250,0.16666666666666666,2,LHS,False,1,2481.1035856573703,0.2523124357656732,1946,0.2024390243902439,80,80,10,75
82,250,0.16666666666666666,2,circle,False,0,2496.422310756972,0.13285158421345192,1799,0.20523809523809522,80,80,10,75
83,250,0.16666666666666666,2,LHS,False,1,2495.8884462151395,0.183184855233853,1796,0.19365853658536583,80,80,10,75
84,250,0.16666666666666666,2,circle,False,0,2497.067729083665,0.11011370436864153,1671,0.20119047619047623,80,80,10,75
85,250,0.16666666666666666,2,LHS,False,1,2491.03187250996,0.2597126130920703,1879,0.17658536585365853,80,80,10,75
86,250,0.16666666666666666,2,circle,False,0,2484.9123505976095,0.15249266862170088,1705,0.1838095238095238,80,80,10,75
87,250,0.16666666666666666,2,LHS,False,1,2458.733067729084,0.28332513526807673,2033,0.1929268292682927,80,80,10,75
88,250,0.16666666666666666,2,circle,False,0,2486.7490039840636,0.1303827751196172,1672,0.18351190476190476,80,80,10,75
89,250,0.16666666666666666,2,LHS,False,1,2478.6972111553787,0.22512820512820514,1950,0.16390243902439025,80,80,10,75
90,250,0.16666666666666666,2,circle,False,0,2499.996015936255,0.12477718360071301,1683,0.18726190476190477,80,80,10,75
91,250,0.16666666666666666,2,LHS,False,1,2489.7171314741036,0.2345809172377438,1897,0.18658536585365854,80,80,10,75
92,250,0.16666666666666666,2,circle,False,0,2489.0,0.14954853273137697,1772,0.19619047619047625,80,80,10,75
93,250,0.16666666666666666,2,LHS,False,1,2485.8525896414344,0.21897810218978103,1918,0.195609756097561,80,80,10,75
94,250,0.16666666666666666,2,circle,False,0,2495.4980079681277,0.10693825588796944,1571,0.18982142857142859,80,80,10,75
95,250,0.16666666666666666,2,LHS,False,1,2466.191235059761,0.25894632206759444,2012,0.16993902439024394,80,80,10,75
96,250,0.16666666666666666,2,circle,False,0,2498.4940239043826,0.13344788087056128,1746,0.18970238095238093,80,80,10,75
97,250,0.16666666666666666,2,LHS,False,1,2483.3147410358565,0.2567237163814181,2045,0.18298780487804878,80,80,10,75
98,250,0.16666666666666666,2,circle,False,0,2491.7410358565735,0.14309764309764308,1782,0.2035714285714286,80,80,10,75
99,250,0.16666666666666666,2,LHS,False,1,2493.4820717131474,0.236745406824147,1905,0.168109756097561,80,80,10,75
100,250,0.16666666666666666,2,circle,False,0,2481.159362549801,0.09210526315789473,1596,0.17672619047619045,80,80,10,75
101,250,0.16666666666666666,2,LHS,False,1,2496.5816733067727,0.3091585309158531,2151,0.18603658536585366,80,80,10,75
102,250,0.16666666666666666,2,circle,False,0,2485.800796812749,0.11645422943221322,1726,0.17863095238095233,80,80,10,75
103,250,0.16666666666666666,2,LHS,False,1,2490.836653386454,0.2865999046256557,2097,0.16475609756097562,80,80,10,75
104,250,0.16666666666666666,2,circle,False,0,2494.191235059761,0.10565110565110565,1628,0.1850595238095238,80,80,10,75
105,250,0.16666666666666666,2,LHS,False,1,2493.8525896414344,0.2513634110064452,2017,0.17335365853658538,80,80,10,75
106,250,0.16666666666666666,2,circle,False,0,2477.430278884462,0.1319526627218935,1690,0.1926190476190476,80,80,10,75
107,250,0.16666666666666666,2,LHS,False,1,2485.6175298804783,0.2542372881355932,2006,0.1738414634146341,80,80,10,75
108,250,0.16666666666666666,2,circle,False,0,2498.2868525896415,0.10966981132075472,1696,0.18398809523809523,80,80,10,75
109,250,0.16666666666666666,2,LHS,False,1,2496.035856573705,0.2141732283464567,1905,0.18439024390243902,80,80,10,75
110,250,0.16666666666666666,2,circle,False,0,2483.1235059760957,0.11971411554496725,1679,0.21642857142857141,80,80,10,75
111,250,0.16666666666666666,2,LHS,False,1,2481.0438247011953,0.29913710450623204,2086,0.19414634146341464,80,80,10,75
112,250,0.16666666666666666,2,circle,False,0,2495.605577689243,0.10379596678529063,1686,0.19374999999999998,80,80,10,75
113,250,0.16666666666666666,2,LHS,False,1,2476.5418326693225,0.2554780876494024,2008,0.1949390243902439,80,80,10,75
114,250,0.16666666666666666,2,circle,False,0,2489.4701195219122,0.12377096587622903,1729,0.17785714285714285,80,80,10,75
115,250,0.16666666666666666,2,LHS,False,1,2468.637450199203,0.2907088122605364,2088,0.1776219512195122,80,80,10,75
116,250,0.16666666666666666,2,circle,False,0,2490.8884462151395,0.1146869514335869,1709,0.20005952380952377,80,80,10,75
117,250,0.16666666666666666,2,LHS,False,1,2490.0916334661356,0.17391304347826086,1840,0.2058536585365854,80,80,10,75
118,250,0.16666666666666666,2,circle,False,0,2486.3545816733067,0.13162596783799882,1679,0.2092857142857143,80,80,10,75
119,250,0.16666666666666666,2,LHS,False,1,2486.2868525896415,0.2032474804031355,1786,0.19725609756097562,80,80,10,75
120,250,0.16666666666666666,2,circle,False,0,2490.2908366533866,0.13639035861258084,1701,0.19589285714285712,80,80,10,75
121,250,0.16666666666666666,2,LHS,False,1,2498.4143426294822,0.25853413654618473,1992,0.18121951219512195,80,80,10,75
122,250,0.16666666666666666,2,circle,False,0,2495.0557768924305,0.101716465352829,1573,0.18273809523809526,80,80,10,75
123,250,0.16666666666666666,2,LHS,False,1,2487.374501992032,0.26367668802365696,2029,0.1927439024390244,80,80,10,75
124,250,0.16666666666666666,2,circle,False,0,2493.390438247012,0.13185530921820304,1714,0.1875595238095238,80,80,10,75
125,250,0.16666666666666666,2,LHS,False,1,2493.7211155378486,0.22573839662447256,1896,0.17176829268292682,80,80,10,75
126,250,0.16666666666666666,2,circle,False,0,2495.637450199203,0.08821714990746453,1621,0.20964285714285713,80,80,10,75
127,250,0.16666666666666666,2,LHS,False,1,2473.1553784860557,0.27953890489913547,2082,0.19121951219512198,80,80,10,75
128,250,0.16666666666666666,2,circle,False,0,2481.4980079681277,0.12730627306273062,1626,0.17732142857142857,80,80,10,75
129,250,0.16666666666666666,2,LHS,False,1,2497.9442231075695,0.23858388917393536,1949,0.1970121951219512,80,80,10,75
130,250,0.16666666666666666,2,circle,False,0,2487.211155378486,0.10737852429514097,1667,0.16267857142857145,80,80,10,75
131,250,0.16666666666666666,2,LHS,False,1,2496.792828685259,0.20555258942872398,1873,0.17878048780487804,80,80,10,75
132,250,0.16666666666666666,2,circle,False,0,2493.0796812749004,0.12424242424242424,1650,0.17886904761904765,80,80,10,75
133,250,0.16666666666666666,2,LHS,False,1,2481.6733067729083,0.26537698412698413,2016,0.19926829268292684,80,80,10,75
134,250,0.16666666666666666,2,circle,False,0,2485.5019920318723,0.13969335604770017,1761,0.18291666666666667,80,80,10,75
135,250,0.16666666666666666,2,LHS,False,1,2455.7450199203186,0.26991374936580415,1971,0.19969512195121952,80,80,10,75
136,250,0.16666666666666666,2,circle,False,0,2494.438247011952,0.1264705882352941,1700,0.20375000000000001,80,80,10,75
137,250,0.16666666666666666,2,LHS,False,1,2491.5099601593624,0.24379947229551452,1895,0.18225609756097563,80,80,10,75
138,250,0.16666666666666666,2,circle,False,0,2475.93625498008,0.11838191552647234,1681,0.18892857142857142,80,80,10,75
139,250,0.16666666666666666,2,LHS,False,1,2498.3466135458166,0.19687162891046386,1854,0.17841463414634148,80,80,10,75
140,250,0.16666666666666666,2,circle,False,0,2497.4820717131474,0.10948905109489052,1644,0.17208333333333337,80,80,10,75
141,250,0.16666666666666666,2,LHS,False,1,2493.1075697211154,0.19877845641310382,1801,0.21170731707317073,80,80,10,75
142,250,0.16666666666666666,2,circle,False,0,2490.235059760956,0.07844348363187152,1619,0.1825595238095238,80,80,10,75
143,250,0.16666666666666666,2,LHS,False,1,2490.6573705179285,0.2710053423992229,2059,0.1842682926829268,80,80,10,75
144,250,0.16666666666666666,2,circle,False,0,2485.434262948207,0.0996996996996997,1665,0.17874999999999994,80,80,10,75
145,250,0.16666666666666666,2,LHS,False,1,2482.0996015936257,0.23526287838555496,1883,0.18774390243902442,80,80,10,75
146,250,0.16666666666666666,2,circle,False,0,2491.6972111553787,0.0988943488943489,1628,0.18666666666666668,80,80,10,75
147,250,0.16666666666666666,2,LHS,False,1,2485.426294820717,0.24640766365087813,1879,0.1575,80,80,10,75
148,250,0.16666666666666666,2,circle,False,0,2489.569721115538,0.1275841701122268,1693,0.17375,80,80,10,75
149,250,0.16666666666666666,2,LHS,False,1,2497.9800796812747,0.19808126410835214,1772,0.16317073170731708,80,80,10,75
150,250,0.16666666666666666,2,circle,False,0,2480.231075697211,0.11603243917654397,1603,0.18238095238095237,80,80,10,75
151,250,0.16666666666666666,2,LHS,False,1,2488.8167330677293,0.23834196891191708,1930,0.19365853658536586,80,80,10,75
152,250,0.16666666666666666,2,circle,False,0,2497.191235059761,0.1362530413625304,1644,0.1757738095238095,80,80,10,75
153,250,0.16666666666666666,2,LHS,False,1,2476.737051792829,0.18284424379232506,1772,0.20042682926829267,80,80,10,75
154,250,0.16666666666666666,2,circle,False,0,2497.1434262948205,0.09335963182117028,1521,0.17160714285714287,80,80,10,75
155,250,0.16666666666666666,2,LHS,False,1,2497.366533864542,0.24760946149974836,1987,0.17420731707317072,80,80,10,75
156,250,0.16666666666666666,2,circle,False,0,2484.4462151394423,0.12602579132473624,1706,0.16738095238095238,80,80,10,75
157,250,0.16666666666666666,2,LHS,False,1,2489.067729083665,0.2360622802611753,1991,0.2073170731707317,80,80,10,75
158,250,0.16666666666666666,2,circle,False,0,2496.2589641434265,0.153184165232358,1743,0.18958333333333335,80,80,10,75
159,250,0.16666666666666666,2,LHS,False,1,2499.996015936255,0.25961058412381427,2003,0.20621951219512194,80,80,10,75
160,250,0.16666666666666666,2,circle,False,0,2475.3067729083664,0.10125786163522013,1590,0.20523809523809522,80,80,10,75
161,250,0.16666666666666666,2,LHS,False,1,2490.426294820717,0.2229983879634605,1861,0.19518292682926833,80,80,10,75
162,250,0.16666666666666666,2,circle,False,0,2479.8804780876494,0.13867758923346987,1709,0.18678571428571428,80,80,10,75
163,250,0.16666666666666666,2,LHS,False,1,2490.5537848605577,0.2026809651474531,1865,0.17554878048780487,80,80,10,75
164,250,0.16666666666666666,2,circle,False,0,2474.8725099601593,0.14773396115361978,1699,0.19833333333333333,80,80,10,75
