,N,N_poles,Vision,Grid_positions,Grid_open,run,Average_lifespan,Percentage_failed,Total_attempts,Usage
32,175,0.16666666666666666,2,LHS,False,0,2481.7613636363635,0.2027439024390244,1312,0.20017241379310344
33,175,0.16666666666666666,2,circle,False,1,2488.5113636363635,0.12396006655574043,1202,0.17483333333333334
34,325,0.16666666666666666,2,LHS,False,2,2489.165644171779,0.2245398773006135,2445,0.17175925925925922
35,325,0.16666666666666666,2,circle,False,3,2481.0398773006136,0.09695290858725762,2166,0.1855909090909091
36,175,0.16666666666666666,2,LHS,False,0,2472.5113636363635,0.313373253493014,1503,0.18637931034482758
37,175,0.16666666666666666,2,circle,False,1,2482.625,0.14101531023368252,1241,0.2105
38,325,0.16666666666666666,2,LHS,False,2,2498.8496932515336,0.26521739130434785,2530,0.17592592592592596
39,325,0.16666666666666666,2,circle,False,3,2474.4846625766872,0.11147540983606558,2135,0.19077272727272723
40,175,0.16666666666666666,2,LHS,False,0,2462.034090909091,0.33222591362126247,1505,0.1902586206896552
41,175,0.16666666666666666,2,circle,False,1,2492.5738636363635,0.1412609736632083,1253,0.20800000000000002
42,325,0.16666666666666666,2,LHS,False,2,2471.9539877300613,0.1958259325044405,2252,0.18560185185185188
43,325,0.16666666666666666,2,circle,False,3,2481.6687116564417,0.09521507974867086,2069,0.16631818181818184
44,175,0.16666666666666666,2,LHS,False,0,2481.431818181818,0.2556445739257101,1373,0.19836206896551722
45,175,0.16666666666666666,2,circle,False,1,2485.8352272727275,0.11053984575835475,1167,0.18033333333333332
46,325,0.16666666666666666,2,LHS,False,2,2486.723926380368,0.2508751458576429,2571,0.19574074074074074
47,325,0.16666666666666666,2,circle,False,3,2497.4539877300613,0.13183279742765272,2177,0.17127272727272727
48,175,0.16666666666666666,2,LHS,False,0,2494.4488636363635,0.2550335570469799,1341,0.17508620689655172
49,175,0.16666666666666666,2,circle,False,1,2487.5795454545455,0.0824074074074074,1080,0.1839166666666667
50,325,0.16666666666666666,2,LHS,False,2,2499.9969325153374,0.27424130273871206,2702,0.17643518518518522
51,325,0.16666666666666666,2,circle,False,3,2491.1319018404906,0.08202357563850687,2036,0.18899999999999997
52,175,0.16666666666666666,2,LHS,False,0,2464.278409090909,0.2833443928334439,1507,0.18275862068965518
53,175,0.16666666666666666,2,circle,False,1,2468.130681818182,0.12381771281169389,1163,0.1886666666666667
54,325,0.16666666666666666,2,LHS,False,2,2480.4601226993864,0.1841323716588884,2357,0.17060185185185184
55,325,0.16666666666666666,2,circle,False,3,2491.052147239264,0.12280701754385964,2166,0.18772727272727274
56,175,0.16666666666666666,2,LHS,False,0,2460.056818181818,0.29312762973352036,1426,0.21431034482758624
57,175,0.16666666666666666,2,circle,False,1,2491.619318181818,0.12111292962356793,1222,0.19999999999999998
58,325,0.16666666666666666,2,LHS,False,2,2491.3220858895706,0.2351993556182038,2483,0.1685648148148148
59,325,0.16666666666666666,2,circle,False,3,2478.7484662576685,0.10479323308270677,2128,0.20513636363636367
60,175,0.16666666666666666,2,LHS,False,0,2483.875,0.2449133383571967,1327,0.18870689655172415
61,175,0.16666666666666666,2,circle,False,1,2480.2954545454545,0.11608623548922056,1206,0.16383333333333333
62,325,0.16666666666666666,2,LHS,False,2,2484.269938650307,0.21505823627287854,2404,0.19388888888888886
63,325,0.16666666666666666,2,circle,False,3,2481.558282208589,0.09939052977027661,2133,0.17559090909090913
64,175,0.16666666666666666,2,LHS,False,0,2487.971590909091,0.27864214992927866,1414,0.18051724137931038
65,175,0.16666666666666666,2,circle,False,1,2492.7954545454545,0.14684756584197925,1253,0.18325
66,325,0.16666666666666666,2,LHS,False,2,2485.806748466258,0.2518664047151277,2545,0.18523148148148147
67,325,0.16666666666666666,2,circle,False,3,2491.5184049079753,0.10801728276524244,2083,0.1737272727272727
68,175,0.16666666666666666,2,LHS,False,0,2461.1363636363635,0.2529585798816568,1352,0.16465517241379313
69,175,0.16666666666666666,2,circle,False,1,2497.7102272727275,0.13708399366085577,1262,0.1796666666666667
70,325,0.16666666666666666,2,LHS,False,2,2481.3006134969323,0.18059901654000893,2237,0.1858333333333333
71,325,0.16666666666666666,2,circle,False,3,2495.1717791411043,0.13684676705048715,2258,0.19095454545454538
